year,customer_name_norm,gross_invoices,positive_adjustments,credits_abs,net_invoiced,payments,year_net_delta,running_balance
2019,CREATIVE THINKING,3219.9,0.0,0.0,3219.9,3219.9,0.0,-2600.0
2020,CREATIVE THINKING,3204.74,0.0,620.0,2584.74,2584.74,0.0,-2600.0
2021,CREATIVE THINKING,2499.76,0.0,0.0,2499.76,2499.76,0.0,-2600.0
2022,CREATIVE THINKING,2444.76,0.0,0.0,2444.76,2235.78,208.98,-2391.02
2023,CREATIVE THINKING,1747.52,0.0,0.0,1747.52,1902.27,-154.75,-2545.77
2024,CREATIVE THINKING,666.3,0.0,0.0,666.3,720.53,-54.23,-2600.0
2025,CREATIVE THINKING,784.2,0.0,0.0,784.2,784.2,0.0,-2600.0
2026,CREATIVE THINKING,130.7,0.0,0.0,130.7,0.0,130.7,-2469.3
2015,CRYSTAL G GUESS,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2016,CRYSTAL G GUESS,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2017,CRYSTAL G GUESS,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2018,CRYSTAL G GUESS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,CUMMINS PERFORMANCE GROUP LLC,625.6,0.0,0.0,625.6,625.6,0.0,0.0
2020,CYNDIE LACK PAINTINGS CONSERVATION,346.5,0.0,0.0,346.5,0.0,346.5,346.5
2014,D2O,21994.54,0.0,0.0,21994.54,16527.19,5467.35,5467.35
2015,D2O,39848.76,0.0,1261.05,38587.71,39264.04,-676.33,4791.02
2016,D2O,27391.93,0.0,12367.4,15024.53,19815.55,-4791.02,0.0
2017,D2O,21074.6,0.0,11827.14,9247.46,9247.46,0.0,0.0
2018,D2O,24809.09,0.0,17931.06,6878.03,6308.4,569.63,569.63
2019,D2O,28746.38,0.0,25455.68,3290.7,1703.63,1587.07,2156.7
2020,D2O,4063.82,0.0,120.75,3943.07,5367.13,-1424.06,732.64
2021,D2O,7895.16,0.0,0.0,7895.16,3585.72,4309.44,5042.08
2022,D2O,4087.78,0.0,0.0,4087.78,8730.86,-4643.08,399.0
2023,D2O,2952.6,0.0,0.0,2952.6,2952.6,0.0,399.0
2025,D2O,2493.75,0.0,0.0,2493.75,2493.75,0.0,399.0
2011,DANIEL HICKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,DANTECH BUILDING TECHNOLOGIES,728.85,0.0,0.0,728.85,728.85,0.0,0.0
2018,DARCY OAKE PRODUCTIONS INC,735.0,0.0,0.0,735.0,970.2,-235.2,-235.2
2021,DARCY OAKE PRODUCTIONS INC,0.0,235.2,0.0,235.2,0.0,235.2,0.0
2013,DAVID GERSHON,32.8,0.0,32.8,0.0,0.0,0.0,0.0
2008,DAVID PAGE,2320.5,0.0,341.25,1979.25,1569.75,409.5,409.5
2009,DAVID PAGE,341.25,0.0,273.0,68.25,477.75,-409.5,0.0
2010,DAVID PAGE,1019.2,0.0,0.0,1019.2,1019.2,0.0,0.0
2011,DAVID PAGE,2402.4,0.0,0.0,2402.4,2402.4,0.0,0.0
2012,DAVID PAGE,5227.04,0.0,0.0,5227.04,5227.04,0.0,0.0
2013,DAVID PAGE,1454.18,0.0,0.0,1454.18,1454.18,0.0,0.0
2014,DAVID PAGE,558.6,0.0,0.0,558.6,147.0,411.6,411.6
2015,DEBECK EDUCATIONAL VIDEO,1468.81,0.0,0.0,1468.81,1408.43,60.38,60.38
2016,DEBECK EDUCATIONAL VIDEO,0.0,0.0,0.0,0.0,60.38,-60.38,0.0
2011,DECODA BC,100.8,0.0,0.0,100.8,0.0,100.8,100.8
2011,DECODA LITERACY SOLUTIONS,730.24,0.0,0.0,730.24,804.16,-73.92,-73.92
2012,DECODA LITERACY SOLUTIONS,1723.68,0.0,580.88,1142.8,1169.68,-26.88,-100.8
2013,DECODA LITERACY SOLUTIONS,768.6,0.0,0.0,768.6,705.6,63.0,-37.8
2014,DECODA LITERACY SOLUTIONS,756.0,0.0,0.0,756.0,693.0,63.0,25.2
2015,DECODA LITERACY SOLUTIONS,126.0,0.0,0.0,126.0,126.0,0.0,25.2
2018,DEE-ADAMAS JEWELS BY DESIGN LTD,346.5,0.0,173.25,173.25,346.5,-173.25,-173.25
2014,DELETE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,DIAMOND DELIVERY,519.75,0.0,0.0,519.75,519.75,0.0,0.0
2014,DIAMOND DELIVERY,5385.99,0.0,1545.6,3840.39,3656.63,183.76,183.76
2015,DIAMOND DELIVERY,1086.77,0.0,0.0,1086.77,275.64,811.13,994.89
2016,DIAMOND DELIVERY,19798.29,0.0,169.31,19628.98,20398.54,-769.56,225.33
2017,DIAMOND DELIVERY,1128.75,0.0,0.0,1128.75,1354.5,-225.75,-0.42
2023,DIAMOND DELIVERY INC,11597.6,0.0,0.0,11597.6,11597.6,0.0,0.0
2024,DIAMOND DELIVERY INC,14652.23,0.0,0.0,14652.23,14061.6,590.63,590.63
2025,DIAMOND DELIVERY INC,44401.22,0.0,0.0,44401.22,44767.33,-366.11,224.52
2026,DIAMOND DELIVERY INC,12824.0,0.0,0.0,12824.0,13060.25,-236.25,-11.73
2007,DIGITAL POSTER (INTERNAL NEO CODE PROJECT),28150.16,0.0,0.0,28150.16,0.0,28150.16,28150.16
2008,DIGITAL POSTER (INTERNAL NEO CODE PROJECT),0.0,0.0,0.0,0.0,0.0,0.0,28150.16
2016,DISCOVER DOGS,903.0,0.0,0.0,903.0,903.0,0.0,0.0
2013,DMD & ASSOCIATES LTD,32105.53,0.0,0.0,32105.53,32105.53,0.0,0.0
2014,DMD & ASSOCIATES LTD,46424.09,0.0,0.0,46424.09,45904.32,519.77,519.77
2015,DMD & ASSOCIATES LTD,9769.56,0.0,0.0,9769.56,10289.33,-519.77,0.0
2016,DMD & ASSOCIATES LTD,10672.7,0.0,0.0,10672.7,6787.7,3885.0,3885.0
2017,DMD & ASSOCIATES LTD,4301.82,0.0,0.0,4301.82,8186.83,-3885.01,-0.01
2018,DMD & ASSOCIATES LTD,5167.92,0.0,0.0,5167.92,5167.92,0.0,-0.01
2019,DMD & ASSOCIATES LTD,6434.01,0.0,0.0,6434.01,6434.01,0.0,-0.01
2020,DMD & ASSOCIATES LTD,3780.01,0.0,0.0,3780.01,3780.01,0.0,-0.01
2021,DMD & ASSOCIATES LTD,4451.66,0.0,0.0,4451.66,4451.66,0.0,-0.01
2022,DMD & ASSOCIATES LTD,3659.95,0.0,0.0,3659.95,3659.95,0.0,-0.01
2023,DMD & ASSOCIATES LTD,6512.08,0.0,0.0,6512.08,6512.08,0.0,-0.01
2024,DMD & ASSOCIATES LTD,5766.68,0.0,0.0,5766.68,5540.93,225.75,225.74
2025,DMD & ASSOCIATES LTD,13577.71,0.0,0.0,13577.71,13803.46,-225.75,-0.01
2026,DMD & ASSOCIATES LTD,4053.35,0.0,0.0,4053.35,2819.6,1233.75,1233.74
2011,DORI GIFFIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,DOUGLAS ALDER,80.26,0.0,0.0,80.26,160.5,-80.24,-80.24
2003,DOUGLAS ALDER,984.42,0.0,936.25,48.17,160.5,-112.33,-192.57
2004,DOUGLAS ALDER,133.76,0.0,133.76,0.0,0.0,0.0,-192.57
2005,DOUGLAS ALDER,928.2,0.0,0.0,928.2,928.2,0.0,-192.57
2006,DOUGLAS ALDER,159.0,0.0,68.47,90.53,0.0,90.53,-102.04
2007,DOUGLAS ALDER,159.0,0.0,0.0,159.0,0.0,159.0,56.96
2008,DOUGLAS ALDER,607.5,0.0,800.0,-192.5,766.5,-959.0,-902.04
2009,DOUGLAS ALDER,710.38,0.0,32.9,677.48,668.38,9.1,-892.94
2010,DOUGLAS ALDER,489.29,0.0,0.0,489.29,170.06,319.23,-573.71
2011,DOUGLAS ALDER,361.26,0.0,0.0,361.26,361.26,0.0,-573.71
2012,DOUGLAS ALDER,0.0,0.0,173.91,-173.91,187.35,-361.26,-934.97
2015,DOUGLAS ALDER,0.0,0.0,0.0,0.0,0.0,0.0,-934.97
2018,DOWNTOWN VANCOUVER BUSINESS IMPROVEMENT ASSOCIATION (DVBIA),0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,DREAMS TAKE FLIGHT,943.13,0.0,925.86,17.27,0.0,17.27,17.27
2019,DREAMS TAKE FLIGHT,17963.53,0.0,1590.75,16372.78,15231.69,1141.09,1158.36
2020,DREAMS TAKE FLIGHT,11799.87,0.0,0.0,11799.87,11334.98,464.89,1623.25
2021,DREAMS TAKE FLIGHT,1097.77,0.0,0.0,1097.77,2703.75,-1605.98,17.27
2022,DREAMS TAKE FLIGHT,4563.56,0.0,0.0,4563.56,4563.56,0.0,17.27
2023,DREAMS TAKE FLIGHT,615.77,0.0,0.0,615.77,615.77,0.0,17.27
2024,DREAMS TAKE FLIGHT,165.9,0.0,0.0,165.9,165.9,0.0,17.27
2025,DREAMS TAKE FLIGHT,1673.67,0.0,0.0,1673.67,1673.67,0.0,17.27
2026,DREAMS TAKE FLIGHT,1732.5,0.0,0.0,1732.5,1732.5,0.0,17.27
2015,DREAMS TAKE FLIGHT CALGARY,4242.02,0.0,130.67,4111.35,4242.02,-130.67,-130.67
2016,DREAMS TAKE FLIGHT CALGARY,12538.62,0.0,113.4,12425.22,12594.27,-169.05,-299.72
2017,DREAMS TAKE FLIGHT CALGARY,16250.55,0.0,0.0,16250.55,16081.5,169.05,-130.67
2006,DRPACEY.COM,565.0,0.0,0.0,565.0,0.0,565.0,565.0
2007,DRPACEY.COM,0.0,0.0,565.0,-565.0,0.0,-565.0,0.0
2016,DTT WORKS OF ART LIMITED,501.72,0.0,0.0,501.72,501.72,0.0,0.0
2017,DTT WORKS OF ART LIMITED,366.12,0.0,0.0,366.12,366.12,0.0,0.0
2018,DTT WORKS OF ART LIMITED,526.58,0.0,0.0,526.58,477.99,48.59,48.59
2019,DTT WORKS OF ART LIMITED,722.08,0.0,0.0,722.08,708.18,13.9,62.49
2020,DTT WORKS OF ART LIMITED,749.88,0.0,0.0,749.88,812.37,-62.49,0.0
2021,DTT WORKS OF ART LIMITED,187.47,0.0,0.0,187.47,187.47,0.0,0.0
2014,DW PAGE WEALTH MGT,73.5,0.0,0.0,73.5,485.1,-411.6,-411.6
2015,DW PAGE WEALTH MGT,117.6,0.0,0.0,117.6,117.6,0.0,-411.6
2017,DW PAGE WEALTH MGT,291.38,0.0,0.0,291.38,291.38,0.0,-411.6
2020,DW PAGE WEALTH MGT,194.25,0.0,0.0,194.25,194.24,0.01,-411.59
2021,DW PAGE WEALTH MGT,4412.84,0.0,0.0,4412.84,4412.84,0.0,-411.59
2022,DW PAGE WEALTH MGT,2327.52,0.0,0.0,2327.52,2327.52,0.0,-411.59
2023,DW PAGE WEALTH MGT,3522.5,0.0,0.0,3522.5,3522.51,-0.01,-411.6
2024,DW PAGE WEALTH MGT,996.03,0.0,311.42,684.61,410.65,273.96,-137.64
2025,DW PAGE WEALTH MGT,3840.59,0.0,0.0,3840.59,3880.4,-39.81,-177.45
2026,DW PAGE WEALTH MGT,393.75,0.0,0.0,393.75,393.75,0.0,-177.45
2015,DYNAMIC STRUCTURES LTD,4943.59,0.0,0.0,4943.59,4198.61,744.98,744.98
2016,DYNAMIC STRUCTURES LTD,5960.86,0.0,899.75,5061.11,5806.09,-744.98,0.0
2017,DYNAMIC STRUCTURES LTD,1968.86,0.0,0.0,1968.86,1404.48,564.38,564.38
2018,DYNAMIC STRUCTURES LTD,6776.54,0.0,3977.24,2799.3,2776.73,22.57,586.95
2019,DYNAMIC STRUCTURES LTD,903.0,0.0,586.95,316.05,451.5,-135.45,451.5
2020,DYNAMIC STRUCTURES LTD,0.0,0.0,0.0,0.0,451.5,-451.5,0.0
2021,DYNAMIC STRUCTURES LTD,14437.71,0.0,0.0,14437.71,14437.71,0.0,0.0
2022,DYNAMIC STRUCTURES LTD,12448.8,0.0,0.0,12448.8,12448.8,0.0,0.0
2023,DYNAMIC STRUCTURES LTD,11465.44,0.0,11465.44,0.0,0.0,0.0,0.0
2024,DYNAMIC STRUCTURES LTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,EBAY US ACCOUNT,732.47,0.0,0.0,732.47,732.47,0.0,0.0
2006,EBAY US ACCOUNT,91.98,0.0,0.0,91.98,91.98,0.0,0.0
2008,EBAY US ACCOUNT,82.74,0.0,0.0,82.74,198.74,-116.0,-116.0
2009,EBAY US ACCOUNT,330.72,0.0,0.0,330.72,330.72,0.0,-116.0
2010,EBAY US ACCOUNT,681.3,0.0,0.0,681.3,681.3,0.0,-116.0
2011,EBAY US ACCOUNT,320.4,0.0,0.0,320.4,320.4,0.0,-116.0
2012,EBAY US ACCOUNT,1025.6,0.0,0.0,1025.6,958.6,67.0,-49.0
2013,EBAY US ACCOUNT,355.5,0.0,0.0,355.5,355.5,0.0,-49.0
2014,EBAY US ACCOUNT,510.0,0.0,0.0,510.0,510.0,0.0,-49.0
2007,ELLEN EATON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,ENERGY WISE,1694.7,0.0,574.51,1120.19,1694.7,-574.51,-574.51
2020,ENERGY WISE,0.0,0.0,0.0,0.0,0.0,0.0,-574.51
2013,EPIC PUBLISHING,748.13,0.0,1069.96,-321.83,50.4,-372.23,-372.23
2014,EPIC PUBLISHING,401.63,0.0,265.0,136.63,50.0,86.63,-285.6
2013,"EPIC PUBLISHING
",88.2,0.0,0.0,88.2,0.0,88.2,88.2
2013,EPIC PUBLISHING7,147.0,0.0,0.0,147.0,0.0,147.0,147.0
2009,EQUS GROUP INC,340.0,0.0,340.0,0.0,0.0,0.0,0.0
2017,EXCESSUPS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2004,EXOREX SKIN CARE INC,256.8,0.0,21.4,235.4,235.4,0.0,0.0
2005,EXOREX SKIN CARE INC,2409.11,0.0,0.0,2409.11,1843.08,566.03,566.03
2006,EXOREX SKIN CARE INC,4260.31,1922.0,385.2,5797.11,7133.54,-1336.43,-770.4
2007,EXOREX SKIN CARE INC,804.3,0.0,0.0,804.3,804.3,0.0,-770.4
2008,EXOREX SKIN CARE INC,1381.47,0.0,0.0,1381.47,1381.47,0.0,-770.4
2009,EXOREX SKIN CARE INC,6511.68,0.0,1365.0,5146.68,4036.68,1110.0,339.6
2010,EXOREX SKIN CARE INC,5106.54,0.0,682.5,4424.04,5009.74,-585.7,-246.1
2011,EXOREX SKIN CARE INC,2838.83,0.0,0.0,2838.83,3150.33,-311.5,-557.6
2012,EXOREX SKIN CARE INC,3211.8,0.0,280.0,2931.8,2997.7,-65.9,-623.5
2013,EXOREX SKIN CARE INC,1909.7,0.0,0.0,1909.7,870.1,1039.6,416.1
2006,"EXOREX SKIN CARE INC
",770.4,0.0,0.0,770.4,0.0,770.4,770.4
2021,FALKEN REYNOLDS INTERIORS,451.5,0.0,0.0,451.5,451.5,0.0,0.0
2006,FARIDA AINI,2060.97,0.0,0.0,2060.97,18.19,2042.78,2042.78
2007,FARIDA AINI,263.29,0.0,0.0,263.29,2306.07,-2042.78,0.0
2009,FARIDA AINI,37.8,0.0,0.0,37.8,37.8,0.0,0.0
2011,FARIDA AINI,98.56,0.0,0.0,98.56,98.56,0.0,0.0
2012,FARIDA AINI,210.54,0.0,0.0,210.54,210.54,0.0,0.0
2013,FARIDA AINI,87.36,0.0,0.0,87.36,88.36,-1.0,-1.0
2014,FARIDA AINI,461.1,0.0,0.0,461.1,86.1,375.0,374.0
2015,FARIDA AINI,96.96,0.0,0.0,96.96,96.96,0.0,374.0
2016,FARIDA AINI,18.9,0.0,0.0,18.9,18.9,0.0,374.0
2017,FARIDA AINI,24.15,0.0,0.0,24.15,24.15,0.0,374.0
2018,FARIDA AINI,24.15,0.0,0.0,24.15,24.15,0.0,374.0
2019,FARIDA AINI,24.15,0.0,0.0,24.15,24.15,0.0,374.0
2020,FARIDA AINI,24.15,0.0,0.0,24.15,24.15,0.0,374.0
2021,FARIDA AINI,24.15,0.0,0.0,24.15,24.15,0.0,374.0
2022,FARIDA AINI,24.15,0.0,56.0,-31.85,24.15,-56.0,318.0
2023,FARIDA AINI,24.15,0.0,0.0,24.15,0.0,24.15,342.15
2024,FARIDA AINI,25.76,0.0,0.0,25.76,0.0,25.76,367.91
2025,FARIDA AINI,0.0,0.0,0.0,0.0,0.0,0.0,367.91
2020,FARWEST OUTDOOR ADVERTISING,1316.79,0.0,242.95,1073.84,830.89,242.95,242.95
2021,FARWEST OUTDOOR ADVERTISING,0.0,0.0,242.95,-242.95,0.0,-242.95,0.0
2008,FF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,FIDELITY INVESTMENTS CANADA UL,10684.15,0.0,0.0,10684.15,0.0,10684.15,10684.15
2012,FIDELITY INVESTMENTS CANADA ULC,37569.37,0.0,0.0,37569.37,36738.82,830.55,830.55
2013,FIDELITY INVESTMENTS CANADA ULC,60841.03,272.16,272.16,60841.03,30452.87,30388.16,31218.71
2014,FIDELITY INVESTMENTS CANADA ULC,133633.02,0.0,11075.4,122557.62,138810.6,-16252.98,14965.73
2015,FIDELITY INVESTMENTS CANADA ULC,131652.17,0.0,44954.79,86697.38,89469.29,-2771.91,12193.82
2016,FIDELITY INVESTMENTS CANADA ULC,53045.4,0.0,0.0,53045.4,73079.7,-20034.3,-7840.48
2017,FIDELITY INVESTMENTS CANADA ULC,46870.52,0.0,21442.54,25427.98,28271.64,-2843.66,-10684.14
2018,FIDELITY INVESTMENTS CANADA ULC,0.0,0.0,0.0,0.0,0.0,0.0,-10684.14
2015,FIDELITY INVESTMENTS CANADA ULC41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,FILEMAKERU,576.93,0.0,0.0,576.93,576.93,0.0,0.0
2022,FILEMAKERU,2068.81,0.0,373.8,1695.01,1490.84,204.17,204.17
2023,FILEMAKERU,1570.8,0.0,1178.1,392.7,899.74,-507.04,-302.87
2015,FIRE PRO INVESTIGATIONS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,FIRELIGHT RESEARCH INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,FIRELIGHT RESEARCH INC,2483.25,0.0,0.0,2483.25,1354.5,1128.75,1128.75
2020,FIRELIGHT RESEARCH INC,0.0,0.0,0.0,0.0,1128.75,-1128.75,0.0
2020,FLANNIGAN FERTILITY,2079.0,0.0,0.0,2079.0,519.75,1559.25,1559.25
2021,FLANNIGAN FERTILITY,27691.39,0.0,2252.25,25439.14,28211.14,-2772.0,-1212.75
2022,FLANNIGAN FERTILITY,0.0,0.0,682.85,-682.85,0.0,-682.85,-1895.6
2013,FLEX ALERT COMPANY LTD,262.5,0.0,0.0,262.5,270.0,-7.5,-7.5
2014,FLEX ALERT COMPANY LTD,346.5,0.0,0.0,346.5,346.5,0.0,-7.5
2015,FLEX ALERT COMPANY LTD,1425.81,0.0,0.0,1425.81,1425.81,0.0,-7.5
2017,FLEX ALERT COMPANY LTD,1968.75,0.0,0.0,1968.75,0.0,1968.75,1961.25
2018,FLEX ALERT COMPANY LTD,0.0,0.0,1968.75,-1968.75,0.0,-1968.75,-7.5
2015,FLEXWRITE,0.0,0.0,70.0,-70.0,0.0,-70.0,-70.0
2016,FLEXWRITE,73.5,0.0,0.0,73.5,0.0,73.5,3.5
2021,FM DEVELOPER LLC,232.5,0.0,0.0,232.5,232.5,0.0,0.0
2025,FORTISBC ENERGY INC,275472.07,0.0,0.0,275472.07,233259.1,42212.97,42212.97
2026,FORTISBC ENERGY INC,15896.37,0.0,0.0,15896.37,47838.2,-31941.83,10271.14
2019,FRAGRANCE GROUP LONDON LTD,80.0,0.0,0.0,80.0,80.0,0.0,0.0
2010,FRANK J. KOCHINSKI,15.0,0.0,0.0,15.0,15.0,0.0,0.0
2011,FRANK J. KOCHINSKI,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2012,FRANK J. KOCHINSKI,180.0,0.0,0.0,180.0,165.0,15.0,15.0
2013,FRANK J. KOCHINSKI,180.0,0.0,0.0,180.0,195.0,-15.0,0.0
2014,FRANK J. KOCHINSKI,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2015,FRANK J. KOCHINSKI,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2016,FRANK J. KOCHINSKI,90.0,0.0,0.0,90.0,75.0,15.0,15.0
2014,FREE HOUSE DANCE PLUS,10437.01,0.0,0.0,10437.01,8250.38,2186.63,2186.63
2015,FREE HOUSE DANCE PLUS,367.5,0.0,0.0,367.5,2554.13,-2186.63,0.0
2011,FUNDACION SAN JUAN DEL CASTILLO,180.0,0.0,0.0,180.0,0.0,180.0,180.0
2012,FUNDACION SAN JUAN DEL CASTILLO,180.0,0.0,0.0,180.0,360.0,-180.0,0.0
2013,FUNDACION SAN JUAN DEL CASTILLO,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2014,FUNDACION SAN JUAN DEL CASTILLO,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2015,FUNDACION SAN JUAN DEL CASTILLO,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2016,FUNDACION SAN JUAN DEL CASTILLO,180.0,0.0,0.0,180.0,180.0,0.0,0.0
2017,FUNDACION SAN JUAN DEL CASTILLO,240.0,0.0,15.0,225.0,0.0,225.0,225.0
2018,FUNDACION SAN JUAN DEL CASTILLO,320.0,0.0,0.0,320.0,560.0,-240.0,-15.0
2019,FUNDACION SAN JUAN DEL CASTILLO,320.0,0.0,0.0,320.0,0.0,320.0,305.0
2020,FUNDACION SAN JUAN DEL CASTILLO,0.0,0.0,0.0,0.0,320.0,-320.0,-15.0
2021,FUNDACION SAN JUAN DEL CASTILLO,1060.0,0.0,320.0,740.0,100.0,640.0,625.0
2022,FUNDACION SAN JUAN DEL CASTILLO,420.0,625.0,0.0,1045.0,640.0,405.0,1030.0
2023,FUNDACION SAN JUAN DEL CASTILLO,435.0,0.0,0.0,435.0,420.0,15.0,1045.0
2024,FUNDACION SAN JUAN DEL CASTILLO,469.94,0.0,0.0,469.94,420.0,49.94,1094.94
2025,FUNDACION SAN JUAN DEL CASTILLO,487.84,0.0,0.0,487.84,957.78,-469.94,625.0
2014,GILLES GAGNON,44.91,0.0,0.0,44.91,29.16,15.75,15.75
2015,GILLES GAGNON,78.75,0.0,0.0,78.75,78.75,0.0,15.75
2020,GLEN COWAN & ASSOCIATES,903.0,0.0,0.0,903.0,903.0,0.0,0.0
2012,GOTOECOM.COM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,GPS LOGISTICS,346.5,0.0,0.0,346.5,346.5,0.0,0.0
2023,GREAT LITTLE BOX COMPANY,7837.85,0.0,831.61,7006.24,6330.02,676.22,676.22
2024,GREAT LITTLE BOX COMPANY,8330.02,0.0,0.0,8330.02,8447.36,-117.34,558.88
2025,GREAT LITTLE BOX COMPANY,5941.39,0.0,0.0,5941.39,5941.39,0.0,558.88
2010,GRUBER TECHNICAL INC,500.0,0.0,0.0,500.0,0.0,500.0,500.0
2011,GRUNT GALLERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2015,HAL HUBSCHMAN,54.0,0.0,0.0,54.0,81.0,-27.0,-27.0
2017,HARBOUR AUTHORITY ASSOCIATION OF BC,852.08,0.0,0.0,852.08,852.08,0.0,0.0
2024,HARBOUR AUTHORITY OF CORTES ISLAND,1050.0,0.0,0.0,1050.0,1050.0,0.0,0.0
2019,HARVEST PRISON MINISTRIES,304.5,0.0,304.5,0.0,304.5,-304.5,-304.5
2023,HAYDUK PICKER SERVICE LTD,7785.08,0.0,0.0,7785.08,4698.81,3086.27,3086.27
2024,HAYDUK PICKER SERVICE LTD,0.0,0.0,3086.27,-3086.27,0.0,-3086.27,0.0
2017,HCLG,2663.85,0.0,0.0,2663.85,2663.85,0.0,0.0
2010,"HENRY ROSE
",39.2,0.0,0.0,39.2,39.2,0.0,0.0
2011,"HENRY ROSE
",39.2,0.0,78.4,-39.2,39.2,-78.4,-78.4
2015,HIGHLINE MUSHROOMS,32820.12,0.0,728.85,32091.27,25531.62,6559.65,6559.65
2016,HIGHLINE MUSHROOMS,15184.38,0.0,0.0,15184.38,21744.03,-6559.65,0.0
2017,HOSPITAL ACTIVITY BOOK FOR CHILDREN,451.5,0.0,0.0,451.5,451.5,0.0,0.0
2022,HT CONNECT,1457.7,0.0,0.0,1457.7,1214.75,242.95,242.95
2023,HT CONNECT,0.0,0.0,0.0,0.0,242.95,-242.95,0.0
2007,HUNT PERSONNEL TEMPORARILY YOURS,27068.0,0.0,0.0,27068.0,27068.0,0.0,0.0
2008,HUNT PERSONNEL TEMPORARILY YOURS,17472.0,0.0,0.0,17472.0,17472.0,0.0,0.0
2009,HUNT PERSONNEL TEMPORARILY YOURS,7260.75,0.0,0.0,7260.75,7260.75,0.0,0.0
2010,HUNT PERSONNEL TEMPORARILY YOURS,6655.95,0.0,0.0,6655.95,5491.15,1164.8,1164.8
2011,HUNT PERSONNEL TEMPORARILY YOURS,7785.12,0.0,655.2,7129.92,8012.48,-882.56,282.24
2012,HUNT PERSONNEL TEMPORARILY YOURS,4259.36,0.0,47.04,4212.32,4102.56,109.76,392.0
2013,HUNT PERSONNEL TEMPORARILY YOURS,6408.29,0.0,1413.44,4994.85,6558.23,-1563.38,-1171.38
2014,HUNT PERSONNEL TEMPORARILY YOURS,12098.23,0.0,945.0,11153.23,11441.98,-288.75,-1460.13
2015,HUNT PERSONNEL TEMPORARILY YOURS,9925.71,0.0,907.99,9017.72,8746.55,271.17,-1188.96
2016,HUNT PERSONNEL TEMPORARILY YOURS,8761.01,0.0,0.0,8761.01,8772.3,-11.29,-1200.25
2017,HUNT PERSONNEL TEMPORARILY YOURS,15974.42,0.0,0.0,15974.42,15861.55,112.87,-1087.38
2018,HUNT PERSONNEL TEMPORARILY YOURS,9679.41,0.0,0.0,9679.41,9905.16,-225.75,-1313.13
2019,HUNT PERSONNEL TEMPORARILY YOURS,6529.37,0.0,0.0,6529.37,6698.68,-169.31,-1482.44
2020,HUNT PERSONNEL TEMPORARILY YOURS,368.24,0.0,0.0,368.24,311.8,56.44,-1426.0
2021,HUNT PERSONNEL TEMPORARILY YOURS,4262.44,0.0,0.0,4262.44,3472.31,790.13,-635.87
2022,HUNT PERSONNEL TEMPORARILY YOURS,1538.71,0.0,0.0,1538.71,2441.72,-903.01,-1538.88
2023,HUNT PERSONNEL TEMPORARILY YOURS,1568.73,0.0,0.0,1568.73,632.13,936.6,-602.28
2024,HUNT PERSONNEL TEMPORARILY YOURS,263.34,0.0,0.0,263.34,1217.5,-954.16,-1556.44
2025,HUNT PERSONNEL TEMPORARILY YOURS,294.73,0.0,0.0,294.73,294.73,0.0,-1556.44
2020,HUNTER & HARE,112.88,0.0,0.0,112.88,112.88,0.0,0.0
2010,IAIN PENNINGTON,1047.18,0.0,0.0,1047.18,985.58,61.6,61.6
2011,IAIN PENNINGTON,173.6,0.0,0.0,173.6,235.2,-61.6,0.0
2014,IAIN PENNINGTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017,IAIN PENNINGTON,393.75,0.0,0.0,393.75,393.75,0.0,0.0
2020,IAIN PENNINGTON,3473.41,0.0,173.25,3300.16,3300.16,0.0,0.0
2021,IAIN PENNINGTON,4133.8,0.0,0.0,4133.8,143.8,3990.0,3990.0
2013,IATSE 669,779.63,0.0,0.0,779.63,220.9,558.73,558.73
2014,IATSE 669,0.0,0.0,0.0,0.0,558.73,-558.73,0.0
2021,IATSE 669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,ILWU LOCAL 502,5051.21,0.0,0.0,5051.21,4499.96,551.25,551.25
2023,ILWU LOCAL 502,3004.49,0.0,0.0,3004.49,3492.33,-487.84,63.41
